Element1_Phase,Element2_Phase,Element3_Phase,Element4_Phase,Element5_Phase,Element6_Phase,Element7_Phase,Element8_Phase,Element9_Phase,Element10_Phase,Element11_Phase,Element12_Phase,Element13_Phase,Element14_Phase,Element15_Phase,Element16_Phase,Element17_Phase,Element18_Phase,Element19_Phase,Element20_Phase,Element21_Phase,Element22_Phase,Element23_Phase,Element24_Phase,Element25_Phase,Element26_Phase,Element27_Phase,Element28_Phase,Element29_Phase,Element30_Phase,Element31_Phase,Element32_Phase,Element33_Phase,Element34_Phase,Element35_Phase,Element36_Phase,Element37_Phase,Element38_Phase,Element39_Phase,Element40_Phase,Element41_Phase,Element42_Phase,Element43_Phase,Element44_Phase,Element45_Phase,Element46_Phase,Element47_Phase,Element48_Phase,Element49_Phase,Element50_Phase,Element51_Phase,Element52_Phase,Element53_Phase,Element54_Phase,Element55_Phase,Element56_Phase,Element57_Phase,Element58_Phase,Element59_Phase,Element60_Phase,Element61_Phase,Element62_Phase,Element63_Phase,Element64_Phase,UE1_SINR,UE1_Datarate,Average_SINR,Average_Datarate
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1415925,3.1415925,3.1415925,3.1415925,3.1415925,3.1415925,3.1415925,3.1415925,3.1415925,3.1415925,3.1415925,3.1415925,3.1415925,3.1415925,3.1415925,3.1415925,3.1415925,3.1415925,3.1415925,3.1415925,3.1415925,3.1415925,3.1415925,3.1415925,3.1415925,3.1415925,3.1415925,3.1415925,3.1415925,3.1415925,3.1415925,3.1415925,40.051025,13.304806,40.051025,13.304806
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1415925,3.1415925,3.1415925,3.1415925,4.712389,4.712389,4.712389,4.712389,3.1415925,3.1415925,3.1415925,3.1415925,4.712389,4.712389,4.712389,4.712389,3.1415925,3.1415925,3.1415925,3.1415925,4.712389,4.712389,4.712389,4.712389,3.1415925,3.1415925,3.1415925,3.1415925,4.712389,4.712389,4.712389,4.712389,45.594597,15.146236,45.594597,15.146236
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.712389,4.712389,4.712389,4.712389,0.0,0.0,0.0,0.0,4.712389,4.712389,4.712389,4.712389,0.0,0.0,0.0,0.0,4.712389,4.712389,4.712389,4.712389,0.0,0.0,0.0,0.0,4.712389,4.712389,4.712389,4.712389,0.0,0.0,0.0,0.0,49.454605,16.428478,49.454605,16.428478
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.712389,4.712389,4.712389,4.712389,1.5707964,1.5707964,1.5707964,1.5707964,4.712389,4.712389,4.712389,4.712389,1.5707964,1.5707964,1.5707964,1.5707964,4.712389,4.712389,4.712389,4.712389,1.5707964,1.5707964,1.5707964,1.5707964,4.712389,4.712389,4.712389,4.712389,1.5707964,1.5707964,1.5707964,1.5707964,45.004448,14.9502,45.004448,14.9502
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.712389,4.712389,4.712389,4.712389,3.1415925,3.1415925,3.1415925,3.1415925,4.712389,4.712389,4.712389,4.712389,3.1415925,3.1415925,3.1415925,3.1415925,4.712389,4.712389,4.712389,4.712389,3.1415925,3.1415925,3.1415925,3.1415925,4.712389,4.712389,4.712389,4.712389,3.1415925,3.1415925,3.1415925,3.1415925,44.925274,14.9239,44.925274,14.9239
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.712389,4.712389,4.712389,4.712389,4.712389,4.712389,4.712389,4.712389,4.712389,4.712389,4.712389,4.712389,4.712389,4.712389,4.712389,4.712389,4.712389,4.712389,4.712389,4.712389,4.712389,4.712389,4.712389,4.712389,4.712389,4.712389,4.712389,4.712389,4.712389,4.712389,4.712389,4.712389,49.42635,16.419094,49.42635,16.419094
0.0,0.0,0.0,0.0,1.5707964,1.5707964,1.5707964,1.5707964,0.0,0.0,0.0,0.0,1.5707964,1.5707964,1.5707964,1.5707964,0.0,0.0,0.0,0.0,1.5707964,1.5707964,1.5707964,1.5707964,0.0,0.0,0.0,0.0,1.5707964,1.5707964,1.5707964,1.5707964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.654713,16.162764,48.654713,16.162764
0.0,0.0,0.0,0.0,1.5707964,1.5707964,1.5707964,1.5707964,0.0,0.0,0.0,0.0,1.5707964,1.5707964,1.5707964,1.5707964,0.0,0.0,0.0,0.0,1.5707964,1.5707964,1.5707964,1.5707964,0.0,0.0,0.0,0.0,1.5707964,1.5707964,1.5707964,1.5707964,0.0,0.0,0.0,0.0,1.5707964,1.5707964,1.5707964,1.5707964,0.0,0.0,0.0,0.0,1.5707964,1.5707964,1.5707964,1.5707964,0.0,0.0,0.0,0.0,1.5707964,1.5707964,1.5707964,1.5707964,0.0,0.0,0.0,0.0,1.5707964,1.5707964,1.5707964,1.5707964,46.941025,15.593499,46.941025,15.593499
0.0,0.0,0.0,0.0,1.5707964,1.5707964,1.5707964,1.5707964,0.0,0.0,0.0,0.0,1.5707964,1.5707964,1.5707964,1.5707964,0.0,0.0,0.0,0.0,1.5707964,1.5707964,1.5707964,1.5707964,0.0,0.0,0.0,0.0,1.5707964,1.5707964,1.5707964,1.5707964,0.0,0.0,0.0,0.0,3.1415925,3.1415925,3.1415925,3.1415925,0.0,0.0,0.0,0.0,3.1415925,3.1415925,3.1415925,3.1415925,0.0,0.0,0.0,0.0,3.1415925,3.1415925,3.1415925,3.1415925,0.0,0.0,0.0,0.0,3.1415925,3.1415925,3.1415925,3.1415925,41.045975,13.635291,41.045975,13.635291
0.0,0.0,0.0,0.0,1.5707964,1.5707964,1.5707964,1.5707964,0.0,0.0,0.0,0.0,1.5707964,1.5707964,1.5707964,1.5707964,0.0,0.0,0.0,0.0,1.5707964,1.5707964,1.5707964,1.5707964,0.0,0.0,0.0,0.0,1.5707964,1.5707964,1.5707964,1.5707964,0.0,0.0,0.0,0.0,4.712389,4.712389,4.712389,4.712389,0.0,0.0,0.0,0.0,4.712389,4.712389,4.712389,4.712389,0.0,0.0,0.0,0.0,4.712389,4.712389,4.712389,4.712389,0.0,0.0,0.0,0.0,4.712389,4.712389,4.712389,4.712389,45.639847,15.161269,45.639847,15.161269
0.0,0.0,0.0,0.0,1.5707964,1.5707964,1.5707964,1.5707964,0.0,0.0,0.0,0.0,1.5707964,1.5707964,1.5707964,1.5707964,0.0,0.0,0.0,0.0,1.5707964,1.5707964,1.5707964,1.5707964,0.0,0.0,0.0,0.0,1.5707964,1.5707964,1.5707964,1.5707964,1.5707964,1.5707964,1.5707964,1.5707964,0.0,0.0,0.0,0.0,1.5707964,1.5707964,1.5707964,1.5707964,0.0,0.0,0.0,0.0,1.5707964,1.5707964,1.5707964,1.5707964,0.0,0.0,0.0,0.0,1.5707964,1.5707964,1.5707964,1.5707964,0.0,0.0,0.0,0.0,46.83742,15.559084,46.83742,15.559084
0.0,0.0,0.0,0.0,1.5707964,1.5707964,1.5707964,1.5707964,0.0,0.0,0.0,0.0,1.5707964,1.5707964,1.5707964,1.5707964,0.0,0.0,0.0,0.0,1.5707964,1.5707964,1.5707964,1.5707964,0.0,0.0,0.0,0.0,1.5707964,1.5707964,1.5707964,1.5707964,1.5707964,1.5707964,1.5707964,1.5707964,1.5707964,1.5707964,1.5707964,1.5707964,1.5707964,1.5707964,1.5707964,1.5707964,1.5707964,1.5707964,1.5707964,1.5707964,1.5707964,1.5707964,1.5707964,1.5707964,1.5707964,1.5707964,1.5707964,1.5707964,1.5707964,1.5707964,1.5707964,1.5707964,1.5707964,1.5707964,1.5707964,1.5707964,47.384357,15.740769,47.384357,15.740769
0.0,0.0,0.0,0.0,1.5707964,1.5707964,1.5707964,1.5707964,0.0,0.0,0.0,0.0,1.5707964,1.5707964,1.5707964,1.5707964,0.0,0.0,0.0,0.0,1.5707964,1.5707964,1.5707964,1.5707964,0.0,0.0,0.0,0.0,1.5707964,1.5707964,1.5707964,1.5707964,1.5707964,1.5707964,1.5707964,1.5707964,3.1415925,3.1415925,3.1415925,3.1415925,1.5707964,1.5707964,1.5707964,1.5707964,3.1415925,3.1415925,3.1415925,3.1415925,1.5707964,1.5707964,1.5707964,1.5707964,3.1415925,3.1415925,3.1415925,3.1415925,1.5707964,1.5707964,1.5707964,1.5707964,3.1415925,3.1415925,3.1415925,3.1415925,42.967358,14.27352,42.967358,14.27352
0.0,0.0,0.0,0.0,1.5707964,1.5707964,1.5707964,1.5707964,0.0,0.0,0.0,0.0,1.5707964,1.5707964,1.5707964,1.5707964,0.0,0.0,0.0,0.0,1.5707964,1.5707964,1.5707964,1.5707964,0.0,0.0,0.0,0.0,1.5707964,1.5707964,1.5707964,1.5707964,1.5707964,1.5707964,1.5707964,1.5707964,4.712389,4.712389,4.712389,4.712389,1.5707964,1.5707964,1.5707964,1.5707964,4.712389,4.712389,4.712389,4.712389,1.5707964,1.5707964,1.5707964,1.5707964,4.712389,4.712389,4.712389,4.712389,1.5707964,1.5707964,1.5707964,1.5707964,4.712389,4.712389,4.712389,4.712389,41.246315,13.701837,41.246315,13.701837
0.0,0.0,0.0,0.0,1.5707964,1.5707964,1.5707964,1.5707964,0.0,0.0,0.0,0.0,1.5707964,1.5707964,1.5707964,1.5707964,0.0,0.0,0.0,0.0,1.5707964,1.5707964,1.5707964,1.5707964,0.0,0.0,0.0,0.0,1.5707964,1.5707964,1.5707964,1.5707964,3.1415925,3.1415925,3.1415925,3.1415925,0.0,0.0,0.0,0.0,3.1415925,3.1415925,3.1415925,3.1415925,0.0,0.0,0.0,0.0,3.1415925,3.1415925,3.1415925,3.1415925,0.0,0.0,0.0,0.0,3.1415925,3.1415925,3.1415925,3.1415925,0.0,0.0,0.0,0.0,41.491184,13.783176,41.491184,13.783176
0.0,0.0,0.0,0.0,1.5707964,1.5707964,1.5707964,1.5707964,0.0,0.0,0.0,0.0,1.5707964,1.5707964,1.5707964,1.5707964,0.0,0.0,0.0,0.0,1.5707964,1.5707964,1.5707964,1.5707964,0.0,0.0,0.0,0.0,1.5707964,1.5707964,1.5707964,1.5707964,3.1415925,3.1415925,3.1415925,3.1415925,1.5707964,1.5707964,1.5707964,1.5707964,3.1415925,3.1415925,3.1415925,3.1415925,1.5707964,1.5707964,1.5707964,1.5707964,3.1415925,3.1415925,3.1415925,3.1415925,1.5707964,1.5707964,1.5707964,1.5707964,3.1415925,3.1415925,3.1415925,3.1415925,1.5707964,1.5707964,1.5707964,1.5707964,42.74386,14.19928,42.74386,14.19928
0.0,0.0,0.0,0.0,1.5707964,1.5707964,1.5707964,1.5707964,0.0,0.0,0.0,0.0,1.5707964,1.5707964,1.5707964,1.5707964,0.0,0.0,0.0,0.0,1.5707964,1.5707964,1.5707964,1.5707964,0.0,0.0,0.0,0.0,1.5707964,1.5707964,1.5707964,1.5707964,3.1415925,3.1415925,3.1415925,3.1415925,3.1415925,3.1415925,3.1415925,3.1415925,3.1415925,3.1415925,3.1415925,3.1415925,3.1415925,3.1415925,3.1415925,3.1415925,3.1415925,3.1415925,3.1415925,3.1415925,3.1415925,3.1415925,3.1415925,3.1415925,3.1415925,3.1415925,3.1415925,3.1415925,3.1415925,3.1415925,3.1415925,3.1415925,41.539722,13.799298,41.539722,13.799298
0.0,0.0,0.0,0.0,1.5707964,1.5707964,1.5707964,1.5707964,0.0,0.0,0.0,0.0,1.5707964,1.5707964,1.5707964,1.5707964,0.0,0.0,0.0,0.0,1.5707964,1.5707964,1.5707964,1.5707964,0.0,0.0,0.0,0.0,1.5707964,1.5707964,1.5707964,1.5707964,3.1415925,3.1415925,3.1415925,3.1415925,4.712389,4.712389,4.712389,4.712389,3.1415925,3.1415925,3.1415925,3.1415925,4.712389,4.712389,4.712389,4.712389,3.1415925,3.1415925,3.1415925,3.1415925,4.712389,4.712389,4.712389,4.712389,3.1415925,3.1415925,3.1415925,3.1415925,4.712389,4.712389,4.712389,4.712389,39.796406,13.220231,39.796406,13.220231
0.0,0.0,0.0,0.0,1.5707964,1.5707964,1.5707964,1.5707964,0.0,0.0,0.0,0.0,1.5707964,1.5707964,1.5707964,1.5707964,0.0,0.0,0.0,0.0,1.5707964,1.5707964,1.5707964,1.5707964,0.0,0.0,0.0,0.0,1.5707964,1.5707964,1.5707964,1.5707964,4.712389,4.712389,4.712389,4.712389,0.0,0.0,0.0,0.0,4.712389,4.712389,4.712389,4.712389,0.0,0.0,0.0,0.0,4.712389,4.712389,4.712389,4.712389,0.0,0.0,0.0,0.0,4.712389,4.712389,4.712389,4.712389,0.0,0.0,0.0,0.0,45.930817,15.257922,45.930817,15.257922
0.0,0.0,0.0,0.0,1.5707964,1.5707964,1.5707964,1.5707964,0.0,0.0,0.0,0.0,1.5707964,1.5707964,1.5707964,1.5707964,0.0,0.0,0.0,0.0,1.5707964,1.5707964,1.5707964,1.5707964,0.0,0.0,0.0,0.0,1.5707964,1.5707964,1.5707964,1.5707964,4.712389,4.712389,4.712389,4.712389,1.5707964,1.5707964,1.5707964,1.5707964,4.712389,4.712389,4.712389,4.712389,1.5707964,1.5707964,1.5707964,1.5707964,4.712389,4.712389,4.712389,4.712389,1.5707964,1.5707964,1.5707964,1.5707964,4.712389,4.712389,4.712389,4.712389,1.5707964,1.5707964,1.5707964,1.5707964,41.30208,13.72036,41.30208,13.72036
0.0,0.0,0.0,0.0,1.5707964,1.5707964,1.5707964,1.5707964,0.0,0.0,0.0,0.0,1.5707964,1.5707964,1.5707964,1.5707964,0.0,0.0,0.0,0.0,1.5707964,1.5707964,1.5707964,1.5707964,0.0,0.0,0.0,0.0,1.5707964,1.5707964,1.5707964,1.5707964,4.712389,4.712389,4.712389,4.712389,3.1415925,3.1415925,3.1415925,3.1415925,4.712389,4.712389,4.712389,4.712389,3.1415925,3.1415925,3.1415925,3.1415925,4.712389,4.712389,4.712389,4.712389,3.1415925,3.1415925,3.1415925,3.1415925,4.712389,4.712389,4.712389,4.712389,3.1415925,3.1415925,3.1415925,3.1415925,38.55833,12.809,38.55833,12.809
0.0,0.0,0.0,0.0,1.5707964,1.5707964,1.5707964,1.5707964,0.0,0.0,0.0,0.0,1.5707964,1.5707964,1.5707964,1.5707964,0.0,0.0,0.0,0.0,1.5707964,1.5707964,1.5707964,1.5707964,0.0,0.0,0.0,0.0,1.5707964,1.5707964,1.5707964,1.5707964,4.712389,4.712389,4.712389,4.712389,4.712389,4.712389,4.712389,4.712389,4.712389,4.712389,4.712389,4.712389,4.712389,4.712389,4.712389,4.712389,4.712389,4.712389,4.712389,4.712389,4.712389,4.712389,4.712389,4.712389,4.712389,4.712389,4.712389,4.712389,4.712389,4.712389,4.712389,4.712389,45.16676,15.004116,45.16676,15.004116
0.0,0.0,0.0,0.0,3.1415925,3.1415925,3.1415925,3.1415925,0.0,0.0,0.0,0.0,3.1415925,3.1415925,3.1415925,3.1415925,0.0,0.0,0.0,0.0,3.1415925,3.1415925,3.1415925,3.1415925,0.0,0.0,0.0,0.0,3.1415925,3.1415925,3.1415925,3.1415925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.911278,14.9192505,44.911278,14.9192505
0.0,0.0,0.0,0.0,3.1415925,3.1415925,3.1415925,3.1415925,0.0,0.0,0.0,0.0,3.1415925,3.1415925,3.1415925,3.1415925,0.0,0.0,0.0,0.0,3.1415925,3.1415925,3.1415925,3.1415925,0.0,0.0,0.0,0.0,3.1415925,3.1415925,3.1415925,3.1415925,0.0,0.0,0.0,0.0,1.5707964,1.5707964,1.5707964,1.5707964,0.0,0.0,0.0,0.0,1.5707964,1.5707964,1.5707964,1.5707964,0.0,0.0,0.0,0.0,1.5707964,1.5707964,1.5707964,1.5707964,0.0,0.0,0.0,0.0,1.5707964,1.5707964,1.5707964,1.5707964,41.076538,13.645441,41.076538,13.645441
0.0,0.0,0.0,0.0,3.1415925,3.1415925,3.1415925,3.1415925,0.0,0.0,0.0,0.0,3.1415925,3.1415925,3.1415925,3.1415925,0.0,0.0,0.0,0.0,3.1415925,3.1415925,3.1415925,3.1415925,0.0,0.0,0.0,0.0,3.1415925,3.1415925,3.1415925,3.1415925,0.0,0.0,0.0,0.0,3.1415925,3.1415925,3.1415925,3.1415925,0.0,0.0,0.0,0.0,3.1415925,3.1415925,3.1415925,3.1415925,0.0,0.0,0.0,0.0,3.1415925,3.1415925,3.1415925,3.1415925,0.0,0.0,0.0,0.0,3.1415925,3.1415925,3.1415925,3.1415925,38.42059,12.76325,38.42059,12.76325
0.0,0.0,0.0,0.0,3.1415925,3.1415925,3.1415925,3.1415925,0.0,0.0,0.0,0.0,3.1415925,3.1415925,3.1415925,3.1415925,0.0,0.0,0.0,0.0,3.1415925,3.1415925,3.1415925,3.1415925,0.0,0.0,0.0,0.0,3.1415925,3.1415925,3.1415925,3.1415925,0.0,0.0,0.0,0.0,4.712389,4.712389,4.712389,4.712389,0.0,0.0,0.0,0.0,4.712389,4.712389,4.712389,4.712389,0.0,0.0,0.0,0.0,4.712389,4.712389,4.712389,4.712389,0.0,0.0,0.0,0.0,4.712389,4.712389,4.712389,4.712389,44.000443,14.616688,44.000443,14.616688
0.0,0.0,0.0,0.0,3.1415925,3.1415925,3.1415925,3.1415925,0.0,0.0,0.0,0.0,3.1415925,3.1415925,3.1415925,3.1415925,0.0,0.0,0.0,0.0,3.1415925,3.1415925,3.1415925,3.1415925,0.0,0.0,0.0,0.0,3.1415925,3.1415925,3.1415925,3.1415925,1.5707964,1.5707964,1.5707964,1.5707964,0.0,0.0,0.0,0.0,1.5707964,1.5707964,1.5707964,1.5707964,0.0,0.0,0.0,0.0,1.5707964,1.5707964,1.5707964,1.5707964,0.0,0.0,0.0,0.0,1.5707964,1.5707964,1.5707964,1.5707964,0.0,0.0,0.0,0.0,41.110233,13.656634,41.110233,13.656634
0.0,0.0,0.0,0.0,3.1415925,3.1415925,3.1415925,3.1415925,0.0,0.0,0.0,0.0,3.1415925,3.1415925,3.1415925,3.1415925,0.0,0.0,0.0,0.0,3.1415925,3.1415925,3.1415925,3.1415925,0.0,0.0,0.0,0.0,3.1415925,3.1415925,3.1415925,3.1415925,1.5707964,1.5707964,1.5707964,1.5707964,1.5707964,1.5707964,1.5707964,1.5707964,1.5707964,1.5707964,1.5707964,1.5707964,1.5707964,1.5707964,1.5707964,1.5707964,1.5707964,1.5707964,1.5707964,1.5707964,1.5707964,1.5707964,1.5707964,1.5707964,1.5707964,1.5707964,1.5707964,1.5707964,1.5707964,1.5707964,1.5707964,1.5707964,44.003864,14.617825,44.003864,14.617825
